고딩,중딩,19,18,17,16,15,14,13,04,03,05,06,07,판매,노예,교복,자영,자영판매,합성,거래,지인,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,timestamp_ms,retweeted_status,extended_entities,possibly_sensitive,display_text_range,quoted_status_id,quoted_status_id_str,quoted_status,quoted_status_permalink,extended_tweet
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2020-08-25 21:40:34,1298238839274663938,1298238839274663936,"RT @rascalracoon7: ♥ 야동 (8.21 / 3부) 샘플영상 ♥

""오빠 쌀거같아요?""
""아직 멀었는데?ㅎㅎ""
쌀때까지 섹스하는 영상.

+ 풀영상보는법은 메인트윗 확인.
&lt;리트윗안하면 차단&gt;

+ 조건만남 (디엠 x 라인으로).
&lt;라인…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 1138777013139861504, 'id_str': '1138777013139861504', 'name': 'okok', 'screen_name': 'lee23217473', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 0, 'friends_count': 3, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 2, 'created_at': 'Wed Jun 12 11:56:12 +0000 2019', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'rascalracoon7', 'name': '은빈 (본계정 / 오프녀 초대남 초대녀 갱뱅 대전조건 서울조건 쉬메일 트랜스젠더)', 'id': 1282796167214989313, 'id_str': '1282796167214989313', 'indices': [3, 17]}], 'symbols': []}",False,False,low,ko,2020-08-25 12:40:34.051,"{'created_at': 'Mon Aug 24 12:07:42 +0000 2020', 'id': 1297868180338089988, 'id_str': '1297868180338089988', 'text': '♥ 야동 (8.21 / 3부) 샘플영상 ♥\n\n""오빠 쌀거같아요?""\n""아직 멀었는데?ㅎㅎ""\n쌀때까지 섹스하는 영상.\n\n+ 풀영상보는법은 메인트윗 확인.\n&lt;리트윗안하면 차단&gt;\n\n+ 조건만남 (디엠 x 라인으로)… https://t.co/5PVAKXiKsA', 'display_text_range': [0, 140], 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1282796167214989313, 'id_str': '1282796167214989313', 'name': '은빈 (본계정 / 오프녀 초대남 초대녀 갱뱅 대전조건 서울조건 쉬메일 트랜스젠더)', 'screen_name': 'rascalracoon7', 'location': '대한민국 대전', 'url': None, 'description': '* 풀영상 보는법은 메인트윗 읽어주세요.                                          * 만남문의) 라인 : sexybin3\n #오프녀 #일탈녀 #조건만남 #대전조건만남 #서울조건만남 #트랜스젠더 #쉬메일 #쉬멜 #갱뱅', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 699, 'friends_count': 0, 'listed_count': 1, 'favourites_count': 0, 'statuses_count': 34, 'created_at': 'Mon Jul 13 21:57:17 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1288665623174602752/bRMY0V6b_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1288665623174602752/bRMY0V6b_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1282796167214989313/1596076837', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': '♥ 야동 (8.21 / 3부) 샘플영상 ♥\n\n""오빠 쌀거같아요?""\n""아직 멀었는데?ㅎㅎ""\n쌀때까지 섹스하는 영상.\n\n+ 풀영상보는법은 메인트윗 확인.\n&lt;리트윗안하면 차단&gt;\n\n+ 조건만남 (디엠 x 라인으로).\n&lt;라인 : sexybin3&gt;\n\n#오프 #일탈 #섹트 #초대남 #초대녀 #대전조건 #서울조건 #창원조건 #대구조건 #변녀 https://t.co/eQLetojhHV', 'display_text_range': [0, 195], 'entities': {'hashtags': [{'text': '오프', 'indices': [146, 149]}, {'text': '일탈', 'indices': [150, 153]}, {'text': '섹트', 'indices': [154, 157]}, {'text': '초대남', 'indices': [158, 162]}, {'text': '초대녀', 'indices': [163, 167]}, {'text': '대전조건', 'indices': [168, 173]}, {'text': '서울조건', 'indices': [174, 179]}, {'text': '창원조건', 'indices': [180, 185]}, {'text': '대구조건', 'indices': [186, 191]}, {'text': '변녀', 'indices': [192, 195]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1297868101355069445, 'id_str': '1297868101355069445', 'indices': [196, 219], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1297868101355069445/pu/img/S_pZ2K3LllLiVqto.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1297868101355069445/pu/img/S_pZ2K3LllLiVqto.jpg', 'url': 'https://t.co/eQLetojhHV', 'display_url': 'pic.twitter.com/eQLetojhHV', 'expanded_url': 'https://twitter.com/rascalracoon7/status/1297868180338089988/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 31231, 'variants': [{'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297868101355069445/pu/vid/480x270/lOKyfUfWkyQgDntJ.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297868101355069445/pu/vid/640x360/4QufHuNjNLK_22qy.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297868101355069445/pu/vid/1280x720/Mh7YP92dngqdK9OS.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1297868101355069445/pu/pl/Ce_JWSOSkRplblbG.m3u8?tag=10'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1297868101355069445, 'id_str': '1297868101355069445', 'indices': [196, 219], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1297868101355069445/pu/img/S_pZ2K3LllLiVqto.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1297868101355069445/pu/img/S_pZ2K3LllLiVqto.jpg', 'url': 'https://t.co/eQLetojhHV', 'display_url': 'pic.twitter.com/eQLetojhHV', 'expanded_url': 'https://twitter.com/rascalracoon7/status/1297868180338089988/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 31231, 'variants': [{'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297868101355069445/pu/vid/480x270/lOKyfUfWkyQgDntJ.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297868101355069445/pu/vid/640x360/4QufHuNjNLK_22qy.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297868101355069445/pu/vid/1280x720/Mh7YP92dngqdK9OS.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1297868101355069445/pu/pl/Ce_JWSOSkRplblbG.m3u8?tag=10'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}}, 'quote_count': 0, 'reply_count': 2, 'retweet_count': 103, 'favorite_count': 30, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/5PVAKXiKsA', 'expanded_url': 'https://twitter.com/i/web/status/1297868180338089988', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [123, 146]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'ko'}",,,,,,,,
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2020-08-25 21:40:45,1298238887102304256,1298238887102304256,"RT @rascalracoon7: ● 야동 (8.21 / 1부) 샘플영상

사까시.mp4
두번째로 만나는 오빠.
너무 격렬하게 하시는분.

v 풀영상 보는법은 메인트윗 읽어주세요
(리트윗 안하면 차단)

v 조건만남
- 타지방 이동가능, 대전
- 라…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 1138777013139861504, 'id_str': '1138777013139861504', 'name': 'okok', 'screen_name': 'lee23217473', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 0, 'friends_count': 3, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 4, 'created_at': 'Wed Jun 12 11:56:12 +0000 2019', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'rascalracoon7', 'name': '은빈 (본계정 / 오프녀 초대남 초대녀 갱뱅 대전조건 서울조건 쉬메일 트랜스젠더)', 'id': 1282796167214989313, 'id_str': '1282796167214989313', 'indices': [3, 17]}], 'symbols': []}",False,False,low,ko,2020-08-25 12:40:45.454,"{'created_at': 'Sat Aug 22 12:07:02 +0000 2020', 'id': 1297143237933588481, 'id_str': '1297143237933588481', 'text': '● 야동 (8.21 / 1부) 샘플영상\n\n사까시.mp4\n두번째로 만나는 오빠.\n너무 격렬하게 하시는분.\n\nv 풀영상 보는법은 메인트윗 읽어주세요\n(리트윗 안하면 차단)\n\nv 조건만남\n- 타지방 이동가능, 대… https://t.co/voh4oec54g', 'display_text_range': [0, 140], 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1282796167214989313, 'id_str': '1282796167214989313', 'name': '은빈 (본계정 / 오프녀 초대남 초대녀 갱뱅 대전조건 서울조건 쉬메일 트랜스젠더)', 'screen_name': 'rascalracoon7', 'location': '대한민국 대전', 'url': None, 'description': '* 풀영상 보는법은 메인트윗 읽어주세요.                                          * 만남문의) 라인 : sexybin3\n #오프녀 #일탈녀 #조건만남 #대전조건만남 #서울조건만남 #트랜스젠더 #쉬메일 #쉬멜 #갱뱅', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 699, 'friends_count': 0, 'listed_count': 1, 'favourites_count': 0, 'statuses_count': 34, 'created_at': 'Mon Jul 13 21:57:17 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1288665623174602752/bRMY0V6b_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1288665623174602752/bRMY0V6b_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1282796167214989313/1596076837', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': '● 야동 (8.21 / 1부) 샘플영상\n\n사까시.mp4\n두번째로 만나는 오빠.\n너무 격렬하게 하시는분.\n\nv 풀영상 보는법은 메인트윗 읽어주세요\n(리트윗 안하면 차단)\n\nv 조건만남\n- 타지방 이동가능, 대전\n- 라인 : sexybin3\n\n#섹트 #오프녀 #변녀 #질싸 #질내사정 #서울조건만남 #청주조건만남 #대구조건만남 https://t.co/PXqIN2Aq4M', 'display_text_range': [0, 180], 'entities': {'hashtags': [{'text': '섹트', 'indices': [134, 137]}, {'text': '오프녀', 'indices': [138, 142]}, {'text': '변녀', 'indices': [143, 146]}, {'text': '질싸', 'indices': [147, 150]}, {'text': '질내사정', 'indices': [151, 156]}, {'text': '서울조건만남', 'indices': [157, 164]}, {'text': '청주조건만남', 'indices': [165, 172]}, {'text': '대구조건만남', 'indices': [173, 180]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1297143174738010117, 'id_str': '1297143174738010117', 'indices': [181, 204], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1297143174738010117/pu/img/klzIo0d_-Youzf9D.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1297143174738010117/pu/img/klzIo0d_-Youzf9D.jpg', 'url': 'https://t.co/PXqIN2Aq4M', 'display_url': 'pic.twitter.com/PXqIN2Aq4M', 'expanded_url': 'https://twitter.com/rascalracoon7/status/1297143237933588481/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 30225, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297143174738010117/pu/vid/1280x720/HCukpF8Mz6_JUVmp.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1297143174738010117/pu/pl/PAPdFWuQhCHv7K0g.m3u8?tag=10'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297143174738010117/pu/vid/480x270/gFIYBu0wEDTQBRc8.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297143174738010117/pu/vid/640x360/um8urAKHUQKUEN_k.mp4?tag=10'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1297143174738010117, 'id_str': '1297143174738010117', 'indices': [181, 204], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1297143174738010117/pu/img/klzIo0d_-Youzf9D.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1297143174738010117/pu/img/klzIo0d_-Youzf9D.jpg', 'url': 'https://t.co/PXqIN2Aq4M', 'display_url': 'pic.twitter.com/PXqIN2Aq4M', 'expanded_url': 'https://twitter.com/rascalracoon7/status/1297143237933588481/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 30225, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297143174738010117/pu/vid/1280x720/HCukpF8Mz6_JUVmp.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1297143174738010117/pu/pl/PAPdFWuQhCHv7K0g.m3u8?tag=10'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297143174738010117/pu/vid/480x270/gFIYBu0wEDTQBRc8.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297143174738010117/pu/vid/640x360/um8urAKHUQKUEN_k.mp4?tag=10'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}}, 'quote_count': 0, 'reply_count': 1, 'retweet_count': 135, 'favorite_count': 31, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/voh4oec54g', 'expanded_url': 'https://twitter.com/i/web/status/1297143237933588481', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'ko'}",,,,,,,,
