A,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,timestamp_ms,retweeted_status,extended_entities,possibly_sensitive,display_text_range,quoted_status_id,quoted_status_id_str,quoted_status,quoted_status_permalink,extended_tweet
True,2020-08-25 16:52:19,1298166299697139714,1298166299697139712,"RT @DPy2iBHNTMn5oGy: 오프녀4탄-12
이어서 봉사시킨후에 지목구멍에 쑤셨던 발로 오프녀 보지에 발가락으로 애무해주기 ㅎㅎ 결국 지침으로 지보지 애무하는꼴 ㅋㅋ재미있게보세요^^

오프만남문의👇
https://t.co/ERQ94XS1AQ…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,"{'id': 1227547668076851200, 'id_str': '1227547668076851200', 'name': '너얘', 'screen_name': 'ilWxgQ1R7Lvcd14', 'location': None, 'url': None, 'description': '인천 173 65 39\n섭성향 ㅇㄹ해드려요', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 10, 'friends_count': 0, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 158, 'created_at': 'Wed Feb 12 10:59:24 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1228291118640447490/v3h4SzMB_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1228291118640447490/v3h4SzMB_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1227547668076851200/1581682398', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/ERQ94XS1AQ', 'expanded_url': 'https://open.kakao.com/o/swYlHRqc', 'display_url': 'open.kakao.com/o/swYlHRqc', 'indices': [116, 139]}], 'user_mentions': [{'screen_name': 'DPy2iBHNTMn5oGy', 'name': 'Sm-디그레이더멜돔(본인남자)', 'id': 1285115102744596480, 'id_str': '1285115102744596480', 'indices': [3, 19]}], 'symbols': []}",False,False,low,ko,2020-08-25 07:52:19.268,"{'created_at': 'Wed Aug 19 13:04:47 +0000 2020', 'id': 1296070607130382341, 'id_str': '1296070607130382341', 'text': '오프녀4탄-12\n이어서 봉사시킨후에 지목구멍에 쑤셨던 발로 오프녀 보지에 발가락으로 애무해주기 ㅎㅎ 결국 지침으로 지보지 애무하는꼴 ㅋㅋ재미있게보세요^^\n\n오프만남문의👇… https://t.co/9jhYToiXG1', 'display_text_range': [0, 140], 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1285115102744596480, 'id_str': '1285115102744596480', 'name': 'Sm-디그레이더멜돔(본인남자)', 'screen_name': 'DPy2iBHNTMn5oGy', 'location': None, 'url': None, 'description': '●디그레이더+멜돔성향+마스터성향\n●sm7년차활동중입니다/2n살\n현재 네이버까페에서도 활동중입니다 \n●팸섭,마조,키,생활관리등 구인중입니다 \n●오프만남는 DM or 오카\nhttps://open.kakao.com/o/swYlHRqc\n●경기도 부천거주 입니다!\n☆메인트윗 필독부탁드려요^^☆', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 2147, 'friends_count': 103, 'listed_count': 2, 'favourites_count': 126, 'statuses_count': 179, 'created_at': 'Mon Jul 20 07:31:38 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1285962812049637377/5R81AcYm_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1285962812049637377/5R81AcYm_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1285115102744596480/1595493490', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': '오프녀4탄-12\n이어서 봉사시킨후에 지목구멍에 쑤셨던 발로 오프녀 보지에 발가락으로 애무해주기 ㅎㅎ 결국 지침으로 지보지 애무하는꼴 ㅋㅋ재미있게보세요^^\n\n오프만남문의👇\nhttps://t.co/ERQ94XS1AQ\n\n#변녀 #오프 #멜돔 #팸섭 #딥쓰롯 #목구멍 #분수 #디그레이더 #노예녀 #발가락 #섹트 #입보지 https://t.co/M6avEoNGme', 'display_text_range': [0, 175], 'entities': {'hashtags': [{'text': '변녀', 'indices': [120, 123]}, {'text': '오프', 'indices': [124, 127]}, {'text': '멜돔', 'indices': [128, 131]}, {'text': '팸섭', 'indices': [132, 135]}, {'text': '딥쓰롯', 'indices': [136, 140]}, {'text': '목구멍', 'indices': [141, 145]}, {'text': '분수', 'indices': [146, 149]}, {'text': '디그레이더', 'indices': [150, 156]}, {'text': '노예녀', 'indices': [157, 161]}, {'text': '발가락', 'indices': [162, 166]}, {'text': '섹트', 'indices': [167, 170]}, {'text': '입보지', 'indices': [171, 175]}], 'urls': [{'url': 'https://t.co/ERQ94XS1AQ', 'expanded_url': 'https://open.kakao.com/o/swYlHRqc', 'display_url': 'open.kakao.com/o/swYlHRqc', 'indices': [95, 118]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1296070166975926274, 'id_str': '1296070166975926274', 'indices': [176, 199], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1296070166975926274/pu/img/h8ETLs0FmqBfdZhU.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1296070166975926274/pu/img/h8ETLs0FmqBfdZhU.jpg', 'url': 'https://t.co/M6avEoNGme', 'display_url': 'pic.twitter.com/M6avEoNGme', 'expanded_url': 'https://twitter.com/DPy2iBHNTMn5oGy/status/1296070607130382341/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 85734, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1296070166975926274/pu/vid/640x360/EvkChnQEpQgRifPV.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1296070166975926274/pu/pl/hYthyI1K5jOwJ3ge.m3u8?tag=10'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1296070166975926274/pu/vid/480x270/jRJ8zFMqRMai1Mr7.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1296070166975926274/pu/vid/1280x720/npb8so_WxmkNjihI.mp4?tag=10'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1296070166975926274, 'id_str': '1296070166975926274', 'indices': [176, 199], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1296070166975926274/pu/img/h8ETLs0FmqBfdZhU.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1296070166975926274/pu/img/h8ETLs0FmqBfdZhU.jpg', 'url': 'https://t.co/M6avEoNGme', 'display_url': 'pic.twitter.com/M6avEoNGme', 'expanded_url': 'https://twitter.com/DPy2iBHNTMn5oGy/status/1296070607130382341/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 85734, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1296070166975926274/pu/vid/640x360/EvkChnQEpQgRifPV.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1296070166975926274/pu/pl/hYthyI1K5jOwJ3ge.m3u8?tag=10'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1296070166975926274/pu/vid/480x270/jRJ8zFMqRMai1Mr7.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1296070166975926274/pu/vid/1280x720/npb8so_WxmkNjihI.mp4?tag=10'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}}, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 3, 'favorite_count': 43, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/9jhYToiXG1', 'expanded_url': 'https://twitter.com/i/web/status/1296070607130382341', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [96, 119]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'ko'}",,0.0,,,,,,
False,2020-08-25 17:12:41,1298171426692685824,1298171426692685824,"강아지(🚺) 구인합니다
디엠 또는 라인 se1xx 연락 주세요

#구인 #디엣 #에세머 #펨섭 #암캐 #변녀 #멜돔 #주인 #변남 #온플 #오프 #일탈 #섹트 #섹스","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,"{'id': 1297698916599648256, 'id_str': '1297698916599648256', 'name': 'X3', 'screen_name': 'X3_se1xx', 'location': None, 'url': None, 'description': '20남ㅣ강아지(🚺) 구인합니다', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1, 'friends_count': 0, 'listed_count': 0, 'favourites_count': 0, 'statuses_count': 3, 'created_at': 'Mon Aug 24 00:55:14 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1297706161425145857/uEr-Gj_S_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1297706161425145857/uEr-Gj_S_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,0,0,"{'hashtags': [{'text': '구인', 'indices': [36, 39]}, {'text': '디엣', 'indices': [40, 43]}, {'text': '에세머', 'indices': [44, 48]}, {'text': '펨섭', 'indices': [49, 52]}, {'text': '암캐', 'indices': [53, 56]}, {'text': '변녀', 'indices': [57, 60]}, {'text': '멜돔', 'indices': [61, 64]}, {'text': '주인', 'indices': [65, 68]}, {'text': '변남', 'indices': [69, 72]}, {'text': '온플', 'indices': [73, 76]}, {'text': '오프', 'indices': [77, 80]}, {'text': '일탈', 'indices': [81, 84]}, {'text': '섹트', 'indices': [85, 88]}, {'text': '섹스', 'indices': [89, 92]}], 'urls': [], 'user_mentions': [], 'symbols': []}",False,False,low,ko,2020-08-25 08:12:41.639,,,,,,,,,
True,2020-08-25 17:12:52,1298171473983504384,1298171473983504384,"RT @CjQYv4zMzlTAy4t: 최근에 가장많이하는거..
#변녀 #암캐 #걸레 #가슴 #거유 #젖 #빨통 #음란 #육덕 #육변기 #젖소 https://t.co/jS2btfWqcv","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 1238382691898118145, 'id_str': '1238382691898118145', 'name': 'bzt', 'screen_name': 'lKGC9t7YMgqW1yf', 'location': None, 'url': None, 'description': 's!!!', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1, 'friends_count': 19, 'listed_count': 0, 'favourites_count': 4, 'statuses_count': 12, 'created_at': 'Fri Mar 13 08:33:47 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,0,0,"{'hashtags': [{'text': '변녀', 'indices': [35, 38]}, {'text': '암캐', 'indices': [39, 42]}, {'text': '걸레', 'indices': [43, 46]}, {'text': '가슴', 'indices': [47, 50]}, {'text': '거유', 'indices': [51, 54]}, {'text': '젖', 'indices': [55, 57]}, {'text': '빨통', 'indices': [58, 61]}, {'text': '음란', 'indices': [62, 65]}, {'text': '육덕', 'indices': [66, 69]}, {'text': '육변기', 'indices': [70, 74]}, {'text': '젖소', 'indices': [75, 78]}], 'urls': [], 'user_mentions': [{'screen_name': 'CjQYv4zMzlTAy4t', 'name': '암젖소민지💕', 'id': 1284472240721981441, 'id_str': '1284472240721981441', 'indices': [3, 19]}], 'symbols': [], 'media': [{'id': 1297948699075571712, 'id_str': '1297948699075571712', 'indices': [79, 102], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1297948699075571712/pu/img/oXLFhN2p_5Gli16y.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1297948699075571712/pu/img/oXLFhN2p_5Gli16y.jpg', 'url': 'https://t.co/jS2btfWqcv', 'display_url': 'pic.twitter.com/jS2btfWqcv', 'expanded_url': 'https://twitter.com/CjQYv4zMzlTAy4t/status/1297948783590817792/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 322, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 568, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 606, 'resize': 'fit'}}, 'source_status_id': 1297948783590817792, 'source_status_id_str': '1297948783590817792', 'source_user_id': 1284472240721981441, 'source_user_id_str': '1284472240721981441'}]}",False,False,low,ko,2020-08-25 08:12:52.914,"{'created_at': 'Mon Aug 24 17:27:59 +0000 2020', 'id': 1297948783590817792, 'id_str': '1297948783590817792', 'text': '최근에 가장많이하는거..\n#변녀 #암캐 #걸레 #가슴 #거유 #젖 #빨통 #음란 #육덕 #육변기 #젖소 https://t.co/jS2btfWqcv', 'display_text_range': [0, 57], 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1284472240721981441, 'id_str': '1284472240721981441', 'name': '암젖소민지💕', 'screen_name': 'CjQYv4zMzlTAy4t', 'location': '경기', 'url': None, 'description': '나이는20대초반/G CUP/디엠잘못봐요/팔로우환영/개소리는차단', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 5006, 'friends_count': 0, 'listed_count': 3, 'favourites_count': 22, 'statuses_count': 103, 'created_at': 'Sat Jul 18 12:57:07 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1284474546796376064/LMUoimtY_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1284474546796376064/LMUoimtY_normal.jpg', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'quote_count': 0, 'reply_count': 24, 'retweet_count': 27, 'favorite_count': 228, 'entities': {'hashtags': [{'text': '변녀', 'indices': [14, 17]}, {'text': '암캐', 'indices': [18, 21]}, {'text': '걸레', 'indices': [22, 25]}, {'text': '가슴', 'indices': [26, 29]}, {'text': '거유', 'indices': [30, 33]}, {'text': '젖', 'indices': [34, 36]}, {'text': '빨통', 'indices': [37, 40]}, {'text': '음란', 'indices': [41, 44]}, {'text': '육덕', 'indices': [45, 48]}, {'text': '육변기', 'indices': [49, 53]}, {'text': '젖소', 'indices': [54, 57]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1297948699075571712, 'id_str': '1297948699075571712', 'indices': [58, 81], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1297948699075571712/pu/img/oXLFhN2p_5Gli16y.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1297948699075571712/pu/img/oXLFhN2p_5Gli16y.jpg', 'url': 'https://t.co/jS2btfWqcv', 'display_url': 'pic.twitter.com/jS2btfWqcv', 'expanded_url': 'https://twitter.com/CjQYv4zMzlTAy4t/status/1297948783590817792/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 322, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 568, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 606, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1297948699075571712, 'id_str': '1297948699075571712', 'indices': [58, 81], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1297948699075571712/pu/img/oXLFhN2p_5Gli16y.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1297948699075571712/pu/img/oXLFhN2p_5Gli16y.jpg', 'url': 'https://t.co/jS2btfWqcv', 'display_url': 'pic.twitter.com/jS2btfWqcv', 'expanded_url': 'https://twitter.com/CjQYv4zMzlTAy4t/status/1297948783590817792/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [640, 303], 'duration_millis': 36590, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297948699075571712/pu/vid/1280x606/5KFc8hQrdSCgwlEI.mp4?tag=10'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297948699075571712/pu/vid/570x270/rFqeEz4AawAc9rRi.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297948699075571712/pu/vid/760x360/ko5a1pS8C-e0aM4V.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1297948699075571712/pu/pl/uNLjwkOvUXaz3HSm.m3u8?tag=10'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 322, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 568, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 606, 'resize': 'fit'}}}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'ko'}","{'media': [{'id': 1297948699075571712, 'id_str': '1297948699075571712', 'indices': [79, 102], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1297948699075571712/pu/img/oXLFhN2p_5Gli16y.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1297948699075571712/pu/img/oXLFhN2p_5Gli16y.jpg', 'url': 'https://t.co/jS2btfWqcv', 'display_url': 'pic.twitter.com/jS2btfWqcv', 'expanded_url': 'https://twitter.com/CjQYv4zMzlTAy4t/status/1297948783590817792/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [640, 303], 'duration_millis': 36590, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297948699075571712/pu/vid/1280x606/5KFc8hQrdSCgwlEI.mp4?tag=10'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297948699075571712/pu/vid/570x270/rFqeEz4AawAc9rRi.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1297948699075571712/pu/vid/760x360/ko5a1pS8C-e0aM4V.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1297948699075571712/pu/pl/uNLjwkOvUXaz3HSm.m3u8?tag=10'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 322, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 568, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 606, 'resize': 'fit'}}, 'source_status_id': 1297948783590817792, 'source_status_id_str': '1297948783590817792', 'source_user_id': 1284472240721981441, 'source_user_id_str': '1284472240721981441'}]}",1.0,,,,,,
